"id","estado","setor","insight","total_acidentes"
22533,"RORAIMA","AGRICULTURA, PECUARIA E SERVICOS RELACIONADOS","Com base nos dados analisados, é possível identificar que o setor de agricultura, pecuária e serviços relacionados no estado de Roraima apresenta um padrão de lesões mais frequentes relacionadas a cortes, laceracões e ferimentos causados por objetos ou máquinas (55% dos casos). Além disso, é notável que todos os acidentes ocorreram em São João da Baliza, o que sugere uma concentração de riscos nesse município.",5
22534,"RORAIMA","COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS","Com base nos dados, é possível identificar que o setor ""COMERCIO POR ATACADO"" em Roraima apresenta um elevado risco de lesões e acidentes relacionados ao uso de motocicletas e motonetas, com especialização em lesões nas partes superiores do corpo. Além disso, é notável a ocorrência de lesões nervosas e traumáticas na região da coxa e quadril, sugerindo um padrão de risco específico associado ao uso de ferramentas manuais sem força motriz.",2
22536,"RORAIMA","COMERCIO VAREJISTA","A análise dos acidentes de trabalho no setor ""COMERCIO VAREJISTA"" no estado RORAIMA revela que a lesão mais comum é a fratura, especificamente na extremidade distal do radio, e que o uso de veículos motorizados, como motocicletas e motoneatas, está diretamente relacionado ao risco de acidentes.",1
22537,"RORAIMA","FABRICACAO DE PRODUTOS ALIMENTICIOS","A análise dos acidentes de trabalho no setor ""Fabricação de produtos alimentícios"" no estado Roraima revela que os trabalhadores expostos a máquinas apresentam um risco elevado de lesões imediatas, especialmente nos membros inferiores. Isso sugere uma cultura de trabalho desprotegida e falta de medidas preventivas adequadas para evitar acidentes relacionados à utilização de máquinas.",1
22538,"SERGIPE","ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL","A análise dos acidentes de trabalho no setor ""ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL"" no estado Sergipe revela um padrão preocupante de lesões múltiplas e fraturas em membros superiores e inferiores, sugerindo uma cultura de risco associada ao uso de máquinas e veículos motorizados. Além disso, a maioria dos acidentes ocorreu em Aracaju e Itabaiana, o que pode indicar uma concentração de riscos laborais em determinados locais ou áreas específicas.",11
22549,"SERGIPE","AGRICULTURA, PECUARIA E SERVICOS RELACIONADOS","A análise dos acidentes de trabalho no setor de agricultura, pecuária e serviços relacionados no estado Sergipe revela que o principal agente de risco é a máquina (ex: veículo) e que lesões superficiais são comuns. Além disso, há um risco notável associado ao uso de substâncias químicas (gás envenenado de carvão), o que sugere a necessidade de investir em medidas de proteção individual e coletiva para prevenir esses tipos de acidentes.",2
22551,"SERGIPE","ALIMENTACAO","A análise dos acidentes de trabalho no setor de alimentação no estado Sergipe revela que os principais agentes responsáveis são ferramentas manuais sem força motriz e materiais perigosos, como carvão e gás. Além disso, a falta de atenção à segurança no uso de equipamentos elétricos e a inadequação de superfícies e estruturas também contribuem para os acidentes.",13
22567,"SERGIPE","ALUGUEIS NAO IMOBILIARIOS E GESTAO DE ATIVOS INTANGIVEIS NAO FINANCEIROS","Com base nos dados, podemos identificar que o setor de alugueres não imobiliários e gestão de ativos intangíveis no estado Sergipe apresenta risco significativo de lesões múltiplas e graves, especialmente relacionadas a acidentes com máquinas e equipamentos (como serras) e superfícies perigosas (como asfalto e alcatrao). Além disso, há uma tendência para lesões na parte superior do corpo, como face e dorso.",2
22569,"SERGIPE","ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES","A análise dos acidentes de trabalho no setor ""Armanzamento e Atividades Auxiliares dos Transportes"" no estado Sergipe revela que a maioria das lesões são relacionadas a acidentes de trânsito, como colisões com pedestres ou animais, e esmagamentos em veículos, o que sugere uma alta exposição ao risco de danos físicos. Além disso, os dados sugerem uma tendência para lesões mais graves no braço e perna, possivelmente relacionadas à falta de proteção adequada durante as atividades do trabalho.",5
22574,"SERGIPE","ATIVIDADES DE APOIO A EXTRACAO DE MINERAIS","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE APOIO A EXTRACAO DE MINERAIS"" no estado Sergipe revela que os danos mais comuns são lesões à parte inferior do corpo, como dedos e pernas, provavelmente relacionados à exposição a riscos mecânicos e físicos em áreas de extração mineral. Além disso, é perceptível um padrão de sobreposição entre as lesões causadas por escorimento e fraturas, o que sugere a importância da adoção de medidas preventivas eficazes para minimizar os riscos de acidentes no local de trabalho.",4
22578,"SERGIPE","ATIVIDADES DE ATENCAO A SAUDE HUMANA","A análise dos acidentes de trabalho no setor de atendimento à saúde humana no estado Sergipe revela que a maioria das lesões ocorre por efeito direto do agente (acidente típico) e que o dedo é a parte mais afetada, indicando risco significativo para os profissionais da área. Além disso, a presença de substâncias químicas como agentes em alguns casos sugere uma necessidade de melhorias nas práticas seguras de trabalho e no manejo de produtos químicos nos serviços de saúde.",62
22640,"SERGIPE","ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS","A análise dos acidentes de trabalho no setor 'ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS' no estado Sergipe revela que o risco mais significativo é a lesão por distensão torcional, que afeta principalmente os funcionários femininos. Além disso, a motocicleta e motoneta também são agentes de acidentes que podem levar a escoriações e ferimentos superficiais, especialmente em áreas urbanas como Aracaju e Barra dos Coqueiros.",2
22642,"SERGIPE","ATIVIDADES DE RADIO E DE TELEVISAO","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE RADIO E DE TELEVISÃO"" no estado Sergipe revela que os profissionais femininos, possivelmente envolvidas em atividades que demandam deslocamentos ou viagens frequentes (como a motocicleta ou motoneta), estão mais propensas a sofrer lesões na perna e joelho, especialmente no município de Aracaju.",1
22643,"SERGIPE","ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTAO EMPRESARIAL","Baseado nos dados, é possível identificar que o setor de atividades de sedes de empresas e consultoria em gestão empresarial no estado Sergipe apresenta um padrão de lesões mais frequentemente relacionadas a movimentação rápida ou acidente de trânsito (moto cicleta, motoneta), com lesões superficiais e artificiais como luxações e escoriações. Além disso, há uma preocupante alta frequência de lesões nos membros superiores e inferiores, o que pode indicar a necessidade de medidas preventivas específicas para reduzir esses riscos.",4
22647,"SERGIPE","ATIVIDADES DE VIGILANCIA, SEGURANCA E INVESTIGACAO","A análise dos acidentes de trabalho no estado Sergipe, especificamente no setor ""ATIVIDADES DE VIGILANCIA, SEGURANCA E INVESTIGACAO"", sugere que houve um padrão de lesões superficiais e contusões em diferentes partes do corpo, frequentemente relacionadas a veículos motorizados e mobiliário. Isso indica uma possível falta de atenção à segurança no transporte ou ao manejo de objetos pesados.",2
22649,"SERGIPE","ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO","A análise dos acidentes de trabalho no setor ""ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO"" no estado Sergipe revela um padrão preocupante de lesões imediatas relacionadas a problemas de mobilidade, como contusões no joelho. Isso sugere que os trabalhadores nesse setor estão mais propensos a sofrer lesões ligadas ao movimento e deslocamento, possivelmente decorrentes da falta de treinamento em segurança ou insuficiência de equipamentos de proteção individual adequados.",1
22650,"SERGIPE","ATIVIDADES JURIDICAS, DE CONTABILIDADE E DE AUDITORIA","Com base no conjunto de dados, é possível identificar que as lesões relacionadas a distensão e entorse do tornozelo são uma das principais preocupações no setor de atividades jurídicas, contabilidade e auditoria em Sergipe, especialmente na cidade de Aracaju. Além disso, a falta de segurança em escadas móveis ou fixas pode estar contribuindo para ocorrência desses acidentes, recomendando intervenções para melhoria da segurança laboral nessa área específica.",1
22651,"SERGIPE","CAPTACAO, TRATAMENTO E DISTRIBUICAO DE AGUA","A análise dos acidentes de trabalho no setor ""CAPTACAO, TRATAMENTO E DISTRIBUICAO DE AGUA"" no estado Sergipe revela que a lesão mais comum é a ferimento da perna e cranio, sugerindo uma maior exposição à risco de lesões corporais durante as atividades laborais. Além disso, os acidentes relacionados à máquina de embalar ou empacotar e superfície e estrutura (NIC) podem indicar a necessidade de revisão da segurança nos processos de produção e treinamento dos trabalhadores para minimizar esses riscos.",2
22653,"SERGIPE","COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS","A análise dos acidentes de trabalho no setor ""COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS"" no estado Sergipe revela que os riscos mais significativos estão relacionados à escada móvel ou fixada, com lesões mais frequentemente ocorrendo em áreas corporais como o pé e a articulação do tornozelo. Além disso, há uma tendência para acidentes decorrentes de contato com objetos pesados, como frutas e derivados, que podem causar fracturas e lesões mais graves.",4
22657,"SERGIPE","COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS","Com base nos dados, é possível observar que o setor de comércio por atacado no estado Sergipe apresenta um cenário preocupante quanto à segurança dos trabalhadores, com lesões contusivas e esmagamento superficiais atingindo diversas partes do corpo, incluindo dedos, ombro, cabeça e perna. Além disso, há uma elevada frequência de lesões decorrentes da manipulação de materiais pesados e máquinas, o que sugere a necessidade de um enfoque prioritário na prevenção e mitigação dos riscos laborais nesse setor.",10
22667,"SERGIPE","COMERCIO VAREJISTA","A análise dos acidentes de trabalho no setor ""COMERCIO VAREJISTA"" no estado Sergipe revela que o grupo delesões mais comum é relacionado a lesões superficiais e contusões, especialmente nos membros superiores (maos) e inferiores (pernas), frequentemente associadas à mobilidade e ao uso de veículos. Além disso, há um risco aumentado de lesões graves, como fraturas, especialmente quando envolvidas veículos motorizados ou bicicletas.",34
22701,"SERGIPE","CONFECCAO DE ARTIGOS DO VESTUARIO E ACESSORIOS","A análise dos acidentes de trabalho no setor de confecção de artigos do vestuário e acessórios no estado Sergipe revela que a lesão mais comum é a escoriação-abrasão-ferimento superficial, afetando principalmente os dedos (55% dos casos). Além disso, há um risco significativo de acidentes graves, como fraturas, relacionados ao uso de máquinas e veículos, especialmente no município de Itabaiana.",2
22703,"SERGIPE","CONSTRUCAO DE EDIFICIOS","Com base nos dados, é possível identificar um padrão preocupante no setor de construção de edifícios em Sergipe: a maioria dos acidentes ocorre em Aracaju e são relacionados à falta de atenção ao trânsito, uso de máquinas manualmente sem segurança e falhas na manuseio de materiais. Além disso, a frequência de lesões nos membros inferiores e cabeça é alarmante, indicando a necessidade de intensificar os esforços para prevenir esses tipos de acidentes e garantir a segurança dos trabalhadores.",11
22714,"SERGIPE","CORREIO E OUTRAS ATIVIDADES DE ENTREGA","A análise dos acidentes de trabalho no setor ""CORREIO E OUTRAS ATIVIDADES DE ENTREGA"" no estado Sergipe indica que os trabalhadores do sexo masculino são mais afetados por lesões decorrentes do uso de veículos rodoviários motorizados, o que sugere uma possível falta de medidas de segurança adequadas na condução desses veículos. Além disso, a análise revela um padrão de lesões superficiais e traumas não letais, o que pode indicar a necessidade de treinamentos específicos para prevenir essas situações.",2
22716,"SERGIPE","EDUCACAO","Baseado no conjunto de dados, é possível observar que os acidentes de trabalho no setor de educação no estado Sergipe apresentam um padrão de elevada frequência de lesões relacionadas à fratura e queimadura, principalmente na articularação do tornozelo e no tronco. Além disso, é notável a ausência de óbitos e a predominância de agentes químicos e construtivos como principais responsáveis pelas lesões.",2
22718,"SERGIPE","ELETRICIDADE, GAS E OUTRAS UTILIDADES","A análise dos acidentes de trabalho no setor 'ELETRICIDADE, GAS E OUTRAS UTILIDADES' no estado Sergipe revela que o maior risco é a lesão decorrente da colisão com veículos leves, como motocicletas e motoneatas, tendo em vista que a maioria dos casos registrados envolveu homens e ocorreu em Aracaju.",1
22719,"SERGIPE","EXTRACAO DE MINERAIS NAO METALICOS","A análise dos acidentes de trabalho no setor de extração de minerais não metalicos no estado Sergipe revela um padrão de lesões relacionadas à conduta manual, como o uso de martelo e malho, que podem levar a lesões contusas e cortantes. Além disso, há uma tendência para lesões músculo-tendiosas, possivelmente associadas ao uso prolongado de superfícies inclinadas ou desníveis, como o piso de mina.",2
22721,"SERGIPE","FABRICACAO DE BEBIDAS","Com base nos dados, observa-se que a falta de proteção e o uso inadequado de produtos químicos e substâncias nocivas na fabricação de bebidas podem ser um fator de risco importante para lesões e acidentes no estado Sergipe. Além disso, a falta de treinamento e a exposição prolongada à maquinaria podem estar contribuindo para o alto índice de lesões imediatas na perna entre os trabalhadores do setor.",1
22722,"SERGIPE","FABRICACAO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","A análise dos acidentes de trabalho no setor de fabricação de celulose, papel e produtos de papel em Sergipe revela que os empregados masculinos são mais propensos a sofrer lesões imediatas, com foco em lesões nos dedos e mãos. Além disso, há uma elevada frequência de acidentes relacionados ao uso de máquinas e ferramentas manuais, como serras e serroteiras, o que sugere um risco significativo de trauma corporal não especificado do tórax.",2
22724,"SERGIPE","FABRICACAO DE MOVEIS","A análise dos acidentes de trabalho no setor ""FABRICACAO DE MOVEIS"" no estado Sergipe revela um padrão preocupante: a falta de atenção ao uso correto das escadas móveis ou fixadas pode estar contribuindo para lesões graves, como fraturas, especialmente na perna. Este risco pode ser reduzido com o treinamento e a conscientização dos trabalhadores sobre a importância da segurança no uso dessas estruturas.",1
22725,"SERGIPE","FABRICACAO DE PRODUTOS ALIMENTICIOS","A análise dos acidentes de trabalho no setor de fabricação de produtos alimentícios no estado Sergipe revela um quadro preocupante de lesões e riscos que afetam principalmente homens, especialmente nos municípios de Laranjeiras, Lagarto e Propriá. Além disso, verifica-se uma concentração de acidentes relacionados à manipulação de materiais e máquinas, o que sugere a necessidade de implementar medidas de segurança mais eficazes na área de produção.",18
22743,"SERGIPE","FABRICACAO DE PRODUTOS DE BORRACHA E DE MATERIAL PLASTICO","Com base nos dados, é possível inferir que o setor de fabricação de produtos de borracha e material plástico no estado Sergipe apresenta um risco significativo para lesões cranianas e extremidades, especialmente relacionadas a acidentes com veículos (moto ou motoneta) e objetos pesados (caldeira). Além disso, o município de Simão Dias parece ter uma maior taxa de eventos do que Itabaiana.",2
22745,"SERGIPE","FABRICACAO DE PRODUTOS DE MADEIRA","A análise dos acidentes de trabalho no setor de fabricação de produtos de madeira no estado Sergipe revela que há um padrão de Lesões graves e incapacitantes, frequentemente relacionadas à movimentação de materiais e ao uso de máquinas pesadas. Além disso, a motocicleta/motoneca e veículos em geral também são agentes envolvidos em acidentes laborais nesse setor, o que sugere uma necessidade maior de treinamento e segurança na gestão do trânsito e transporte dentro das instalações fabris.",3
22748,"SERGIPE","FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS","A análise dos acidentes de trabalho no setor ""FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS"" no estado Sergipe revela que os trabalhadores masculinos são mais propensos a sofrer lesões graves, com fraturas como principais consequências. Além disso, as superfícies e estruturas do local de trabalho, bem como máquinas específicas (como serras), parecem ser fatores contribuintes para esses acidentes.",2
22750,"SERGIPE","FABRICACAO DE PRODUTOS DE MINERAIS NAO METALICOS","A análise dos acidentes de trabalho no setor de fabricação de produtos de minerais não metálicos no estado Sergipe revela um padrão preocupante de lesões causadas por gases encanados de carvão e superfaces e estruturas, o que sugere uma alta exposição a substâncias tóxicas e riscos mecânicos. Além disso, nota-se uma frequência relativamente elevada de lesões nos membros inferiores e no pênis, o que pode indicar problemas de ergonomia ou inadequação dos procedimentos laborais.",7
22757,"SERGIPE","FABRICACAO DE PRODUTOS QUIMICOS","A análise dos acidentes de trabalho no setor de fabricação de produtos químicos no estado Sergipe revela um padrão de lesões mais frequentemente relacionadas à manipulação e uso de máquinas, bem como ao transporte e logística. Isso sugere que a falta de treinamento adequado em segurança operacional e o uso imprudente de motocicletas ou veículos podem estar contribuindo para os acidentes.",5
22766,"SERGIPE","MANUTENCAO, REPARACAO E INSTALACAO DE MAQUINAS E EQUIPAMENTOS","A análise dos acidentes de trabalho no setor de manutenção, reparação e instalação de máquinas e equipamentos no estado Sergipe revela que há um risco significativo associado ao uso de animais vivos na região, especialmente em áreas rurais como Japaratinguba. Isso sugere a necessidade de implementar medidas de segurança específicas para prevenir acidentes envolvendo animais em locais de trabalho.",1
22767,"SERGIPE","OBRAS DE INFRAESTRUTURA","Com base no conjunto de acidentes de trabalho no setor ""OBRAS DE INFRAESTRUTURA"" no estado Sergipe, é possível identificar que houve uma concentração de lesões relacionadas a quedas e contusões superficiais em áreas como o cranio, mão e perna, sugerindo riscos associados ao trabalho em altura ou com movimento de materiais. Além disso, a presença de agentes como torre, poste, andaim e veículo sugere uma elevada exposição aos riscos relacionados à mobilidade e ao transporte de carga na construção civil.",4
22771,"SERGIPE","OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS","A análise dos acidentes de trabalho no setor ""OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS"" no estado Sergipe revela um padrão preocupante: a frequência de lesões corporais relacionadas à manipulação de substâncias ou materiais, como frutas e derivados, que envolvem riscos para a integridade física dos trabalhadores. Além disso, a falta de proteção individual adequada e a ausência de medidas de segurança eficazes podem estar contribuindo para o aumento desses acidentes.",1
22772,"SERGIPE","PREPARACAO DE COUROS E FABRICACAO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALCADOS","A análise dos acidentes de trabalho no setor ""Preparação de Couros e Fabricação de Artifatos de Couro, Artigos para Viagem e Calçados"" no estado Sergipe revela que o principal agente de risco é a máquina de costurar e de pêsponter, responsável por 2/5 dos acidentes, seguida da motocicleta/motoneta e bicicleta, que são os principais agentes de risco em trajetos.",6
22778,"SERGIPE","PUBLICIDADE E PESQUISA DE MERCADO","A análise dos acidentes de trabalho no estado Sergipe, no setor ""Publicidade e Pesquisa de Mercado"", revela que há um padrão preocupante de lesões graves e fatais relacionadas ao uso de veículos motorizados (moto cicleta e motoneta) em trajetos. Isso sugere uma falta de conscientização sobre a segurança no trânsito e a necessidade de implementar medidas para reduzir os riscos associados à mobilidade nos locais de trabalho.",1
22779,"SERGIPE","SEGUROS, RESSEGUROS, PREVIDENCIA COMPLEMENTAR E PLANOS DE SAUDE","Com base nos dados, é possível notar que o setor de seguros e previdência complementar apresenta um risco relativamente alto de lesões múltiplas, especialmente em trabalhadores masculinos envolvidos em acidentes de trânsito não especificados. Além disso, a cidade de Aracaju parece ser um local com um maior número de ocorrências desses tipos de acidentes.",2
22781,"SERGIPE","SELECAO, AGENCIAMENTO E LOCACAO DE MAO DE OBRA","A análise dos acidentes de trabalho no setor ""SELECAO, AGENCIAMENTO E LOCACAO DE MAO DE OBRA"" no estado Sergipe revela que os riscos mais significativos estão relacionados à mobilidade e ao uso de máquinas, como a utilização de motocicletas e caldeiras. Além disso, nota-se uma falta de previsão e intervenção efetiva para evitar lesões imediatas, o que sugere a necessidade de reforçar a cultura de segurança no setor.",2
22783,"SERGIPE","SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO","A análise dos acidentes de trabalho no setor de serviços de assistência social sem alojamento em Sergipe revela que os empregados femininos estão mais propensos a sofrer lesões por contusão e esmagamento, particularmente nos punhos e mãos. Isso sugere um risco elevado de lesões osteomusculares e articulares associadas ao trabalho em superfícies irregulares ou desiguais, como chão desnivelado ou irregularidade na superfície utilizada para sustentar pessoas.",1
22784,"SERGIPE","SERVICOS DE ESCRITORIO, DE APOIO ADMINISTRATIVO E OUTROS SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS","A análise dos acidentes de trabalho no setor ""Serviços de Escritório, de Apoio Administrativo e Outros Serviços Prestados Principalmente às Empresas"" no estado Sergipe revela que os principais riscos são relacionados à movimentação por trajeto (trajecto) e ao uso de máquinas e veículos como agentes causadores de lesões. Além disso, nota-se uma tendência para lesões nas extremidades inferiores e superiores, especialmente no membro inferior.",6
22790,"SERGIPE","SERVICOS ESPECIALIZADOS PARA CONSTRUCAO","Com base nos dados, é possível identificar que o setor de Serviços Especializados para Construção no estado Sergipe apresenta um padrão de acidentes relacionados à lesões superficiais e traumas múltiplos, muitas vezes associados ao uso de máquinas, veículos e superfícies não estáveis. Além disso, há uma concentração de ocorrências em Aracaju, sugerindo que as condições de trabalho e os riscos laborais podem ser mais elevados nessa região específica.",7
22797,"SERGIPE","SERVICOS PARA EDIFICIOS E ATIVIDADES PAISAGISTICAS","A análise dos acidentes de trabalho no setor ""Serviços para Edifícios e Atividades Paisagísticas"" no estado Sergipe revela que o local mais afetado foi a cidade de Aracaju, onde ocorreram 9 dos 10 casos registrados. Além disso, a maioria das lesões (8/10) foi classificada como ""típica"", sugerindo uma falta de adequação dos procedimentos de segurança e controle no local de trabalho, o que aumenta o risco de acidentes.",12
22809,"SERGIPE","TELECOMUNICACOES","Com base nos acidentes de trabalho registrados no setor de telecomunicações no estado Sergipe, é possível identificar um padrão de risco associado ao uso de escadas móveis ou fixadas, que parece ser o agente responsável por grande parte dos incidentes. Além disso, há uma tendência para lesões múltiplas e afetando partes do corpo como braço, ombro, dorso e joelho, o que sugere a necessidade de implementar medidas de segurança mais eficazes para reduzir os riscos inerentes ao trabalho em altura.",5
22814,"SERGIPE","TRANSPORTE TERRESTRE","A análise dos acidentes de trabalho no setor ""TRANSPORTE TERRESTRE"" no estado Sergipe revela que o risco mais frequente é a lesão por contusão esmagamento superfície cutanea intacta, geralmente associada ao uso de máquinas e ferramentas (maquinaria) em locais como depósitos e oficinas. Além disso, a análise sugere que os acidentes mais comuns ocorrem em municípios como Aracaju e Estância, possivelmente devido à concentração de infraestruturas rodoviárias e industriais nestas áreas.",4
22818,"SÃO PAULO","ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL","A análise dos acidentes de trabalho no setor ""ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL"" no estado de São Paulo revela que o risco mais comum é relacionado ao uso de superfícies inadequadas para sustentação das pessoas (chão), seguido pelo uso de máquinas e animais vivos. Além disso, a presença de veículos rodoviários motorizados também parece ser um fator importante na ocorrência de acidentes nesse setor.",687
23505,"SÃO PAULO","AGENCIAS DE VIAGENS, OPERADORES TURISTICOS E SERVICOS DE RESERVAS","O setor de agências de viagens, operadores turísticos e serviços de reservas no estado de São Paulo registra um padrão preocupante de acidentes relacionados ao uso de veículos (motocicletas, motonetas) e máquinas (britador, moinho), que podem ser associados à falta de treinamento ou infraestrutura inadequada para o transporte de agentes. Além disso, a lesão mais comum é a fratura, especialmente no membro inferior, o que sugere uma necessidade de melhoria na segurança e no controle do risco laboral nessa atividade.",6
23511,"SÃO PAULO","AGRICULTURA, PECUARIA E SERVICOS RELACIONADOS","A análise dos acidentes de trabalho no setor ""AGRICULTURA, PECUARIA E SERVICOS RELACIONADOS"" no estado de São Paulo revela que os trabalhadores machos estão mais suscetíveis a lesões e ferimentos, especialmente na parte superior do corpo, como braço e dedo. Além disso, as lesões por tração e distensão torácica também são frequentes nesse setor, o que sugere uma necessidade de atenção especial para a prevenção de lesões relacionadas à mobilidade e ao esforço físico.",240
24748,"SÃO PAULO","ALOJAMENTO","A análise dos acidentes de trabalho no setor ""ALOJAMENTO"" no estado de São Paulo revela que o principal agente de risco é a motocicleta e motoneta, responsável por aproximadamente 40% dos casos registrados. Além disso, nota-se uma tendência para lesões envolvendo membros inferiores (pernas) e superiores (bracos), o que sugere um maior risco de acidentes relacionados ao transporte e mobilidade no local de trabalho.",131
24879,"SÃO PAULO","ALUGUEIS NAO IMOBILIARIOS E GESTAO DE ATIVOS INTANGIVEIS NAO FINANCEIROS","A análise dos acidentes de trabalho no setor ""Alugueis não imobiliários e gestão de ativos intangíveis não financeiros"" no estado de São Paulo revela que os principais riscos são relacionados à lesões em membros inferiores, especialmente nas partes articuladas do tornozelo e perna. Além disso, a análise sugere que as lesões mais comuns são aquelas decorrentes de acidentes típicos, como quedas e distensões, que podem ser prevenidas com medidas de segurança adequadas e treinamento para os trabalhadores.",175
25468,"SÃO PAULO","ATIVIDADES DE ATENCAO A SAUDE HUMANA","A análise dos acidentes de trabalho no setor de atenções a saúde humana no estado de São Paulo revela que a maioria das lesões é resultado de acidentes típicos, relacionados ao uso de equipamentos elétricos e produtos animais. Além disso, houve um aumento significativo da ocorrência de lesões imediatas relacionadas à dor articular e quedas em níveis residenciais.",3616
25054,"SÃO PAULO","ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES","Baseado nos dados, é possível perceber que o setor ""Armacenamento e Atividades Auxiliares dos Transportes"" no estado de São Paulo apresenta um risco elevado de lesões ligadas a acidentes com frutas e derivados, motocicletas e veículos rodoviários motorizados. Além disso, há uma tendência para lesões que afetam membros inferiores e superfície cutânea intacta, o que pode indicar falta de adequação de medidas de segurança e treinamento em áreas como escalada móvel ou fixada e conduta de veículos motorizados.",362
25416,"SÃO PAULO","ATIVIDADES ARTISTICAS, CRIATIVAS E DE ESPETACULOS","A análise dos acidentes de trabalho no setor de Atividades Artísticas, Criativas e de Espetaculos no estado de São Paulo revela um padrão preocupante: a maioria das lesões (7/10) ocorreu em indivíduos masculinos, com predominância de lesões na perna ou braço (5/10).",13
25429,"SÃO PAULO","ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS, SEGUROS, PREVIDENCIA COMPLEMENTAR E PLANOS DE SAUDE","A análise dos acidentes de trabalho no setor ""ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS, SEGUROS, PREVIDENCIA COMPLEMENTAR E PLANOS DE SAUDE"" no estado de São Paulo revela um padrão preocupante: a maioria das lesões (60%) ocorreu em trabalhadores do sexo feminino, o que sugere uma possível falta de atenção à segurança e saúde dos funcionários do gênero feminino nesse setor.

Além disso, verifica-se uma concentração de lesões na perna e joelho, especialmente aquelas relacionadas a distensão torcada e contusões, o que pode indicar a necessidade de treinamentos específicos para prevenir essas lesões e melhorar a segurança no local de trabalho.",28
25457,"SÃO PAULO","ATIVIDADES CINEMATOGRAFICAS, PRODUCAO DE VIDEOS E DE PROGRAMAS DE TELEVISAO; GRAVACAO DE SOM E EDICAO DE MUSICA","Baseado nos dados, é possível identificar que o setor de Atividades Cinematográficas, Produção de Vídeos e Programas de Televisão; Gravação de Som e Edição de Música apresenta riscos relativamente elevados para lesões e acidentes de trabalho relacionados a atividades típicas de trajecto (como quedas ou acidentes com veículos) e intervenções mecânicas (como uso de maquinas e equipamentos). Além disso, os dados sugerem que as lesões mais frequentes estão relacionadas ao sistema muscular e ósseo, o que pode indicar a necessidade de melhores práticas de segurança e treinamento para prevenir essas situações.",6
25463,"SÃO PAULO","ATIVIDADES DE APOIO A EXTRACAO DE MINERAIS","Baseado nos dados, é possível identificar que o setor de atividades de apoio à extração de minerais no estado de São Paulo apresenta um risco elevado para lesões relacionadas a movimentos repetitivos e distensão muscular, especialmente na articulação do tornozelo. Além disso, a análise sugere que as superfícies e estruturas trabalhadas por esses profissionais podem ser um fator contributivo para essas lesões.",1
29080,"SÃO PAULO","ATIVIDADES DE ATENCAO A SAUDE HUMANA INTEGRADAS COM ASSISTENCIA SOCIAL, PRESTADAS EM RESIDENCIAS COLETIVAS E PARTICULARES","Os dados apontam que a maioria dos acidentes de trabalho no setor de atendimento à saúde humana no estado de São Paulo é relacionada a lesões imediatas, com destaque para as áreas da cabeça, dedos e articulação do tornozelo. Além disso, os dados sugerem que a maioria dos acidentes está associada ao uso de agentes do acidente (como objetos cortantes ou animais) e à falta de atenção às condições de trabalho.",130
29499,"SÃO PAULO","ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO","A análise dos acidentes de trabalho no setor ""ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO"" no estado de São Paulo revela que os principais riscos envolvem lesões relacionadas a movimentos erráticos, como escorregamentos e quedas, bem como acidentes com veículos em trânsito. Além disso, há uma tendência notável de lesões na cabeça e mãos, o que pode ser indicativo de falta de treinamento ou proteção adequadas para essas áreas do corpo.",39
