SUBCAT,DESCRICAO
W894,Exposicao a fontes luminosas artificiais visiveis ou a luz ultravioleta  rua e estrada
W895,Exposicao a fontes luminosas artificiais visiveis ou a luz ultravioleta  areas de comercio e de servicos
W896,Exposicao a fontes luminosas artificiais visiveis ou a luz ultravioleta  areas industriais e em construcao
W897,Exposicao a fontes luminosas artificiais visiveis ou a luz ultravioleta  fazenda
W898,Exposicao a fontes luminosas artificiais visiveis ou a luz ultravioleta  outros locais especificados
W899,Exposicao a fontes luminosas artificiais visiveis ou a luz ultravioleta  local nao especificado
W900,Exposicao a outros tipos de radiacao naoionizante  residencia
W901,Exposicao a outros tipos de radiacao naoionizante  habitacao coletiva
W902,Exposicao a outros tipos de radiacao naoionizante  escolas outras instituicoes e areas de administracao publica
W903,Exposicao a outros tipos de radiacao naoionizante  area para a pratica de esportes e atletismo
W904,Exposicao a outros tipos de radiacao naoionizante  rua e estrada
W905,Exposicao a outros tipos de radiacao naoionizante  areas de comercio e de servicos
W906,Exposicao a outros tipos de radiacao naoionizante  areas industriais e em construcao
W907,Exposicao a outros tipos de radiacao naoionizante  fazenda
W908,Exposicao a outros tipos de radiacao naoionizante  outros locais especificados
W909,Exposicao a outros tipos de radiacao naoionizante  local nao especificado
W910,Exposicao a tipo nao especificado de radiacao  residencia
W911,Exposicao a tipo nao especificado de radiacao  habitacao coletiva
W912,Exposicao a tipo nao especificado de radiacao  escolas outras instituicoes e areas de administracao publica
W913,Exposicao a tipo nao especificado de radiacao  area para a pratica de esportes e atletismo
W914,Exposicao a tipo nao especificado de radiacao  rua e estrada
W915,Exposicao a tipo nao especificado de radiacao  areas de comercio e de servicos
W916,Exposicao a tipo nao especificado de radiacao  areas industriais e em construcao
W917,Exposicao a tipo nao especificado de radiacao  fazenda
W918,Exposicao a tipo nao especificado de radiacao  outros locais especificados
W919,Exposicao a tipo nao especificado de radiacao  local nao especificado
W920,Exposicao a um calor excessivo de origem artificial  residencia
W921,Exposicao a um calor excessivo de origem artificial  habitacao coletiva
W922,Exposicao a um calor excessivo de origem artificial  escolas outras instituicoes e areas de administracao publica
W923,Exposicao a um calor excessivo de origem artificial  area para a pratica de esportes e atletismo
W924,Exposicao a um calor excessivo de origem artificial  rua e estrada
W925,Exposicao a um calor excessivo de origem artificial  areas de comercio e de servicos
W926,Exposicao a um calor excessivo de origem artificial  areas industriais e em construcao
W927,Exposicao a um calor excessivo de origem artificial  fazenda
W928,Exposicao a um calor excessivo de origem artificial  outros locais especificados
W929,Exposicao a um calor excessivo de origem artificial  local nao especificado
W930,Exposicao a um frio excessivo de origem artificial  residencia
W931,Exposicao a um frio excessivo de origem artificial  habitacao coletiva
W932,Exposicao a um frio excessivo de origem artificial  escolas outras instituicoes e areas de administracao publica
W933,Exposicao a um frio excessivo de origem artificial  area para a pratica de esportes e atletismo
W934,Exposicao a um frio excessivo de origem artificial  rua e estrada
W935,Exposicao a um frio excessivo de origem artificial  areas de comercio e de servicos
W936,Exposicao a um frio excessivo de origem artificial  areas industriais e em construcao
W937,Exposicao a um frio excessivo de origem artificial  fazenda
W938,Exposicao a um frio excessivo de origem artificial  outros locais especificados
W939,Exposicao a um frio excessivo de origem artificial  local nao especificado
W940,Exposicao a alta baixa e a variacoes da pressao atmosferica  residencia
W941,Exposicao a alta baixa e a variacoes da pressao atmosferica  habitacao coletiva
W942,Exposicao a alta baixa e a variacoes da pressao atmosferica  escolas outras instituicoes e areas de administracao publica
W943,Exposicao a alta baixa e a variacoes da pressao atmosferica  area para a pratica de esportes e atletismo
W944,Exposicao a alta baixa e a variacoes da pressao atmosferica  rua e estrada
W945,Exposicao a alta baixa e a variacoes da pressao atmosferica  areas de comercio e de servicos
W946,Exposicao a alta baixa e a variacoes da pressao atmosferica  areas industriais e em construcao
W947,Exposicao a alta baixa e a variacoes da pressao atmosferica  fazenda
W948,Exposicao a alta baixa e a variacoes da pressao atmosferica  outros locais especificados
W949,Exposicao a alta baixa e a variacoes da pressao atmosferica  local nao especificado
W990,Exposicao a outros fatores ambientais artificiais e aos nao especificados  residencia
W991,Exposicao a outros fatores ambientais artificiais e aos nao especificados  habitacao coletiva
W992,Exposicao a outros fatores ambientais artificiais e aos nao especificados  escolas outras instituicoes e areas de administracao publica
W993,Exposicao a outros fatores ambientais artificiais e aos nao especificados  area para a pratica de esportes e atletismo
W994,Exposicao a outros fatores ambientais artificiais e aos nao especificados  rua e estrada
W995,Exposicao a outros fatores ambientais artificiais e aos nao especificados  areas de comercio e de servicos
W996,Exposicao a outros fatores ambientais artificiais e aos nao especificados  areas industriais e em construcao
W997,Exposicao a outros fatores ambientais artificiais e aos nao especificados  fazenda
W998,Exposicao a outros fatores ambientais artificiais e aos nao especificados  outros locais especificados
W999,Exposicao a outros fatores ambientais artificiais e aos nao especificados  local nao especificado
X000,Exposicao a fogo naocontrolado em um edificio ou outro tipo de construcao  residencia
X001,Exposicao a fogo naocontrolado em um edificio ou outro tipo de construcao  habitacao coletiva
X002,Exposicao a fogo naocontrolado em um edificio ou outro tipo de construcao  escolas outras instituicoes e areas de administracao publica
X003,Exposicao a fogo naocontrolado em um edificio ou outro tipo de construcao  area para a pratica de esportes e atletismo
X004,Exposicao a fogo naocontrolado em um edificio ou outro tipo de construcao  rua e estrada
X005,Exposicao a fogo naocontrolado em um edificio ou outro tipo de construcao  areas de comercio e de servicos
X006,Exposicao a fogo naocontrolado em um edificio ou outro tipo de construcao  areas industriais e em construcao
X007,Exposicao a fogo naocontrolado em um edificio ou outro tipo de construcao  fazenda
X008,Exposicao a fogo naocontrolado em um edificio ou outro tipo de construcao  outros locais especificados
X009,Exposicao a fogo naocontrolado em um edificio ou outro tipo de construcao  local nao especificado
X010,Exposicao a fogo naocontrolado fora de um edificio ou de outro tipo de construcao  residencia
X011,Exposicao a fogo naocontrolado fora de um edificio ou de outro tipo de construcao  habitacao coletiva
X012,Exposicao a fogo naocontrolado fora de um edificio ou de outro tipo de construcao  escolas outras instituicoes e areas de administracao publica
X013,Exposicao a fogo naocontrolado fora de um edificio ou de outro tipo de construcao  area para a pratica de esportes e atletismo
X014,Exposicao a fogo naocontrolado fora de um edificio ou de outro tipo de construcao  rua e estrada
X015,Exposicao a fogo naocontrolado fora de um edificio ou de outro tipo de construcao  areas de comercio e de servicos
X016,Exposicao a fogo naocontrolado fora de um edificio ou de outro tipo de construcao  areas industriais e em construcao
X017,Exposicao a fogo naocontrolado fora de um edificio ou de outro tipo de construcao  fazenda
X018,Exposicao a fogo naocontrolado fora de um edificio ou de outro tipo de construcao  outros locais especificados
X019,Exposicao a fogo naocontrolado fora de um edificio ou de outro tipo de construcao  local nao especificado
X020,Exposicao a fogo controlado em um edificio ou outro tipo de construcao  residencia
X021,Exposicao a fogo controlado em um edificio ou outro tipo de construcao  habitacao coletiva
X022,Exposicao a fogo controlado em um edificio ou outro tipo de construcao  escolas outras instituicoes e areas de administracao publica
X023,Exposicao a fogo controlado em um edificio ou outro tipo de construcao  area para a pratica de esportes e atletismo
X024,Exposicao a fogo controlado em um edificio ou outro tipo de construcao  rua e estrada
X025,Exposicao a fogo controlado em um edificio ou outro tipo de construcao  areas de comercio e de servicos
X026,Exposicao a fogo controlado em um edificio ou outro tipo de construcao  areas industriais e em construcao
X027,Exposicao a fogo controlado em um edificio ou outro tipo de construcao  fazenda
X028,Exposicao a fogo controlado em um edificio ou outro tipo de construcao  outros locais especificados
X029,Exposicao a fogo controlado em um edificio ou outro tipo de construcao  local nao especificado
X030,Exposicao a fogo controlado fora de um edificio ou de outro tipo de construcao  residencia
X031,Exposicao a fogo controlado fora de um edificio ou de outro tipo de construcao  habitacao coletiva
X032,Exposicao a fogo controlado fora de um edificio ou de outro tipo de construcao  escolas outras instituicoes e areas de administracao publica
X033,Exposicao a fogo controlado fora de um edificio ou de outro tipo de construcao  area para a pratica de esportes e atletismo
X034,Exposicao a fogo controlado fora de um edificio ou de outro tipo de construcao  rua e estrada
X035,Exposicao a fogo controlado fora de um edificio ou de outro tipo de construcao  areas de comercio e de servicos
X036,Exposicao a fogo controlado fora de um edificio ou de outro tipo de construcao  areas industriais e em construcao
X037,Exposicao a fogo controlado fora de um edificio ou de outro tipo de construcao  fazenda
X038,Exposicao a fogo controlado fora de um edificio ou de outro tipo de construcao  outros locais especificados
X039,Exposicao a fogo controlado fora de um edificio ou de outro tipo de construcao  local nao especificado
X040,Exposicao a combustao de substancia muito inflamavel  residencia
X041,Exposicao a combustao de substancia muito inflamavel  habitacao coletiva
X042,Exposicao a combustao de substancia muito inflamavel  escolas outras instituicoes e areas de administracao publica
X043,Exposicao a combustao de substancia muito inflamavel  area para a pratica de esportes e atletismo
X044,Exposicao a combustao de substancia muito inflamavel  rua e estrada
X045,Exposicao a combustao de substancia muito inflamavel  areas de comercio e de servicos
X046,Exposicao a combustao de substancia muito inflamavel  areas industriais e em construcao
X047,Exposicao a combustao de substancia muito inflamavel  fazenda
X048,Exposicao a combustao de substancia muito inflamavel  outros locais especificados
X049,Exposicao a combustao de substancia muito inflamavel  local nao especificado
X050,Exposicao a combustao de roupa de dormir  residencia
X051,Exposicao a combustao de roupa de dormir  habitacao coletiva
X052,Exposicao a combustao de roupa de dormir  escolas outras instituicoes e areas de administracao publica
X053,Exposicao a combustao de roupa de dormir  area para a pratica de esportes e atletismo
X054,Exposicao a combustao de roupa de dormir  rua e estrada
X055,Exposicao a combustao de roupa de dormir  areas de comercio e de servicos
X056,Exposicao a combustao de roupa de dormir  areas industriais e em construcao
X057,Exposicao a combustao de roupa de dormir  fazenda
X058,Exposicao a combustao de roupa de dormir  outros locais especificados
X059,Exposicao a combustao de roupa de dormir  local nao especificado
X060,Exposicao a combustao de outro tipo de roupa ou de acessorios  residencia
X061,Exposicao a combustao de outro tipo de roupa ou de acessorios  habitacao coletiva
X062,Exposicao a combustao de outro tipo de roupa ou de acessorios  escolas outras instituicoes e areas de administracao publica
X063,Exposicao a combustao de outro tipo de roupa ou de acessorios  area para a pratica de esportes e atletismo
X064,Exposicao a combustao de outro tipo de roupa ou de acessorios  rua e estrada
X065,Exposicao a combustao de outro tipo de roupa ou de acessorios  areas de comercio e de servicos
X066,Exposicao a combustao de outro tipo de roupa ou de acessorios  areas industriais e em construcao
X067,Exposicao a combustao de outro tipo de roupa ou de acessorios  fazenda
X068,Exposicao a combustao de outro tipo de roupa ou de acessorios  outros locais especificados
X069,Exposicao a combustao de outro tipo de roupa ou de acessorios  local nao especificado
X080,Exposicao a outro tipo especificado de fumaca fogo ou chamas  residencia
X081,Exposicao a outro tipo especificado de fumaca fogo ou chamas  habitacao coletiva
X082,Exposicao a outro tipo especificado de fumaca fogo ou chamas  escolas outras instituicoes e areas de administracao publica
X083,Exposicao a outro tipo especificado de fumaca fogo ou chamas  area para a pratica de esportes e atletismo
X084,Exposicao a outro tipo especificado de fumaca fogo ou chamas  rua e estrada
X085,Exposicao a outro tipo especificado de fumaca fogo ou chamas  areas de comercio e de servicos
X086,Exposicao a outro tipo especificado de fumaca fogo ou chamas  areas industriais e em construcao
X087,Exposicao a outro tipo especificado de fumaca fogo ou chamas  fazenda
X088,Exposicao a outro tipo especificado de fumaca fogo ou chamas  outros locais especificados
X089,Exposicao a outro tipo especificado de fumaca fogo ou chamas  local nao especificado
X090,Exposicao a tipo nao especificado de fumaca fogo ou chamas  residencia
X091,Exposicao a tipo nao especificado de fumaca fogo ou chamas  habitacao coletiva
X092,Exposicao a tipo nao especificado de fumaca fogo ou chamas  escolas outras instituicoes e areas de administracao publica
X093,Exposicao a tipo nao especificado de fumaca fogo ou chamas  area para a pratica de esportes e atletismo
X094,Exposicao a tipo nao especificado de fumaca fogo ou chamas  rua e estrada
X095,Exposicao a tipo nao especificado de fumaca fogo ou chamas  areas de comercio e de servicos
X096,Exposicao a tipo nao especificado de fumaca fogo ou chamas  areas industriais e em construcao
X097,Exposicao a tipo nao especificado de fumaca fogo ou chamas  fazenda
X098,Exposicao a tipo nao especificado de fumaca fogo ou chamas  outros locais especificados
X099,Exposicao a tipo nao especificado de fumaca fogo ou chamas  local nao especificado
X100,Contato com bebidas alimentos gordura e oleo de cozinha quentes  residencia
X101,Contato com bebidas alimentos gordura e oleo de cozinha quentes  habitacao coletiva
X102,Contato com bebidas alimentos gordura e oleo de cozinha quentes  escolas outras instituicoes e areas de administracao publica
X103,Contato com bebidas alimentos gordura e oleo de cozinha quentes  area para a pratica de esportes e atletismo
X104,Contato com bebidas alimentos gordura e oleo de cozinha quentes  rua e estrada
X105,Contato com bebidas alimentos gordura e oleo de cozinha quentes  areas de comercio e de servicos
X106,Contato com bebidas alimentos gordura e oleo de cozinha quentes  areas industriais e em construcao
X107,Contato com bebidas alimentos gordura e oleo de cozinha quentes  fazenda
X108,Contato com bebidas alimentos gordura e oleo de cozinha quentes  outros locais especificados
X109,Contato com bebidas alimentos gordura e oleo de cozinha quentes  local nao especificado
X110,Contato com agua corrente quente de torneira  residencia
X111,Contato com agua corrente quente de torneira  habitacao coletiva
X112,Contato com agua corrente quente de torneira  escolas outras instituicoes e areas de administracao publica
X113,Contato com agua corrente quente de torneira  area para a pratica de esportes e atletismo
X114,Contato com agua corrente quente de torneira  rua e estrada
X115,Contato com agua corrente quente de torneira  areas de comercio e de servicos
X116,Contato com agua corrente quente de torneira  areas industriais e em construcao
X117,Contato com agua corrente quente de torneira  fazenda
X118,Contato com agua corrente quente de torneira  outros locais especificados
X119,Contato com agua corrente quente de torneira  local nao especificado
X120,Contato com outros liquidos quentes  residencia
X121,Contato com outros liquidos quentes  habitacao coletiva
X122,Contato com outros liquidos quentes  escolas outras instituicoes e areas de administracao publica
X123,Contato com outros liquidos quentes  area para a pratica de esportes e atletismo
X124,Contato com outros liquidos quentes  rua e estrada
X125,Contato com outros liquidos quentes  areas de comercio e de servicos
X126,Contato com outros liquidos quentes  areas industriais e em construcao
X127,Contato com outros liquidos quentes  fazenda
X128,Contato com outros liquidos quentes  outros locais especificados
X129,Contato com outros liquidos quentes  local nao especificado
X130,Contato com vapor d'agua e com vapores quentes  residencia
X131,Contato com vapor d'agua e com vapores quentes  habitacao coletiva
X132,Contato com vapor d'agua e com vapores quentes  escolas outras instituicoes e areas de administracao publica
X133,Contato com vapor d'agua e com vapores quentes  area para a pratica de esportes e atletismo
X134,Contato com vapor d'agua e com vapores quentes  rua e estrada
X135,Contato com vapor d'agua e com vapores quentes  areas de comercio e de servicos
X136,Contato com vapor d'agua e com vapores quentes  areas industriais e em construcao
X137,Contato com vapor d'agua e com vapores quentes  fazenda
X138,Contato com vapor d'agua e com vapores quentes  outros locais especificados
X139,Contato com vapor d'agua e com vapores quentes  local nao especificado
X140,Contato com ar e gases quentes  residencia
X141,Contato com ar e gases quentes  habitacao coletiva
X142,Contato com ar e gases quentes  escolas outras instituicoes e areas de administracao publica
X143,Contato com ar e gases quentes  area para a pratica de esportes e atletismo
X144,Contato com ar e gases quentes  rua e estrada
X145,Contato com ar e gases quentes  areas de comercio e de servicos
X146,Contato com ar e gases quentes  areas industriais e em construcao
X147,Contato com ar e gases quentes  fazenda
X148,Contato com ar e gases quentes  outros locais especificados
X149,Contato com ar e gases quentes  local nao especificado
X150,Contato com aparelhos domesticos quentes  residencia
X151,Contato com aparelhos domesticos quentes  habitacao coletiva
X152,Contato com aparelhos domesticos quentes  escolas outras instituicoes e areas de administracao publica
X153,Contato com aparelhos domesticos quentes  area para a pratica de esportes e atletismo
X154,Contato com aparelhos domesticos quentes  rua e estrada
X155,Contato com aparelhos domesticos quentes  areas de comercio e de servicos
X156,Contato com aparelhos domesticos quentes  areas industriais e em construcao
X157,Contato com aparelhos domesticos quentes  fazenda
X158,Contato com aparelhos domesticos quentes  outros locais especificados
X159,Contato com aparelhos domesticos quentes  local nao especificado
X160,Contato com aquecedores radiadores e tubulacao  residencia
X161,Contato com aquecedores radiadores e tubulacao  habitacao coletiva
X162,Contato com aquecedores radiadores e tubulacao  escolas outras instituicoes e areas de administracao publica
X163,Contato com aquecedores radiadores e tubulacao  area para a pratica de esportes e atletismo
X164,Contato com aquecedores radiadores e tubulacao  rua e estrada
X165,Contato com aquecedores radiadores e tubulacao  areas de comercio e de servicos
X166,Contato com aquecedores radiadores e tubulacao  areas industriais e em construcao
X167,Contato com aquecedores radiadores e tubulacao  fazenda
X168,Contato com aquecedores radiadores e tubulacao  outros locais especificados
X169,Contato com aquecedores radiadores e tubulacao  local nao especificado
X170,Contato com motores maquinas e ferramentas quentes  residencia
X171,Contato com motores maquinas e ferramentas quentes  habitacao coletiva
X172,Contato com motores maquinas e ferramentas quentes  escolas outras instituicoes e areas de administracao publica
X173,Contato com motores maquinas e ferramentas quentes  area para a pratica de esportes e atletismo
X174,Contato com motores maquinas e ferramentas quentes  rua e estrada
X175,Contato com motores maquinas e ferramentas quentes  areas de comercio e de servicos
X176,Contato com motores maquinas e ferramentas quentes  areas industriais e em construcao
X177,Contato com motores maquinas e ferramentas quentes  fazenda
X178,Contato com motores maquinas e ferramentas quentes  outros locais especificados
X179,Contato com motores maquinas e ferramentas quentes  local nao especificado
X180,Contato com outros metais quentes  residencia
X181,Contato com outros metais quentes  habitacao coletiva
X182,Contato com outros metais quentes  escolas outras instituicoes e areas de administracao publica
X183,Contato com outros metais quentes  area para a pratica de esportes e atletismo
X184,Contato com outros metais quentes  rua e estrada
X185,Contato com outros metais quentes  areas de comercio e de servicos
X186,Contato com outros metais quentes  areas industriais e em construcao
X187,Contato com outros metais quentes  fazenda
X188,Contato com outros metais quentes  outros locais especificados
X189,Contato com outros metais quentes  local nao especificado
X190,Contato com outras fontes de calor ou com substancias quentes nao especificados  residencia
X191,Contato com outras fontes de calor ou com substancias quentes nao especificados  habitacao coletiva
X192,Contato com outras fontes de calor ou com substancias quentes nao especificados  escolas outras instituicoes e areas de administracao publica
X193,Contato com outras fontes de calor ou com substancias quentes nao especificados  area para a pratica de esportes e atletismo
X194,Contato com outras fontes de calor ou com substancias quentes nao especificados  rua e estrada
X195,Contato com outras fontes de calor ou com substancias quentes nao especificados  areas de comercio e de servicos
X196,Contato com outras fontes de calor ou com substancias quentes nao especificados  areas industriais e em construcao
X197,Contato com outras fontes de calor ou com substancias quentes nao especificados  fazenda
X198,Contato com outras fontes de calor ou com substancias quentes nao especificados  outros locais especificados
X199,Contato com outras fontes de calor ou com substancias quentes nao especificados  local nao especificado
X200,Contato com serpentes e lagartos venenosos  residencia
X201,Contato com serpentes e lagartos venenosos  habitacao coletiva
X202,Contato com serpentes e lagartos venenosos  escolas outras instituicoes e areas de administracao publica
X203,Contato com serpentes e lagartos venenosos  area para a pratica de esportes e atletismo
X204,Contato com serpentes e lagartos venenosos  rua e estrada
X205,Contato com serpentes e lagartos venenosos  areas de comercio e de servicos
X206,Contato com serpentes e lagartos venenosos  areas industriais e em construcao
X207,Contato com serpentes e lagartos venenosos  fazenda
X208,Contato com serpentes e lagartos venenosos  outros locais especificados
X209,Contato com serpentes e lagartos venenosos  local nao especificado
X210,Contato com aranhas venenosas  residencia
X211,Contato com aranhas venenosas  habitacao coletiva
X212,Contato com aranhas venenosas  escolas outras instituicoes e areas de administracao publica
X213,Contato com aranhas venenosas  area para a pratica de esportes e atletismo
X214,Contato com aranhas venenosas  rua e estrada
X215,Contato com aranhas venenosas  areas de comercio e de servicos
X216,Contato com aranhas venenosas  areas industriais e em construcao
X217,Contato com aranhas venenosas  fazenda
X218,Contato com aranhas venenosas  outros locais especificados
X219,Contato com aranhas venenosas  local nao especificado
X220,Contato com escorpioes  residencia
X221,Contato com escorpioes  habitacao coletiva
X222,Contato com escorpioes  escolas outras instituicoes e areas de administracao publica
X223,Contato com escorpioes  area para a pratica de esportes e atletismo
X224,Contato com escorpioes  rua e estrada
X225,Contato com escorpioes  areas de comercio e de servicos
X226,Contato com escorpioes  areas industriais e em construcao
X227,Contato com escorpioes  fazenda
X228,Contato com escorpioes  outros locais especificados
X229,Contato com escorpioes  local nao especificado
X230,Contato com abelhas vespas e vespoes  residencia
X231,Contato com abelhas vespas e vespoes  habitacao coletiva
X232,Contato com abelhas vespas e vespoes  escolas outras instituicoes e areas de administracao publica
X233,Contato com abelhas vespas e vespoes  area para a pratica de esportes e atletismo
X234,Contato com abelhas vespas e vespoes  rua e estrada
X235,Contato com abelhas vespas e vespoes  areas de comercio e de servicos
X236,Contato com abelhas vespas e vespoes  areas industriais e em construcao
X237,Contato com abelhas vespas e vespoes  fazenda
X238,Contato com abelhas vespas e vespoes  outros locais especificados
X239,Contato com abelhas vespas e vespoes  local nao especificado
X240,Contato com centopeias e miriapodes venenosas tropicais  residencia
X241,Contato com centopeias e miriapodes venenosas tropicais  habitacao coletiva
X242,Contato com centopeias e miriapodes venenosas tropicais  escolas outras instituicoes e areas de administracao publica
X243,Contato com centopeias e miriapodes venenosas tropicais  area para a pratica de esportes e atletismo
X244,Contato com centopeias e miriapodes venenosas tropicais  rua e estrada
X245,Contato com centopeias e miriapodes venenosas tropicais  areas de comercio e de servicos
X246,Contato com centopeias e miriapodes venenosas tropicais  areas industriais e em construcao
X247,Contato com centopeias e miriapodes venenosas tropicais  fazenda
X248,Contato com centopeias e miriapodes venenosas tropicais  outros locais especificados
X249,Contato com centopeias e miriapodes venenosas tropicais  local nao especificado
X250,Contato com outros artropodes venenosos  residencia
X251,Contato com outros artropodes venenosos  habitacao coletiva
X252,Contato com outros artropodes venenosos  escolas outras instituicoes e areas de administracao publica
X253,Contato com outros artropodes venenosos  area para a pratica de esportes e atletismo
X254,Contato com outros artropodes venenosos  rua e estrada
X255,Contato com outros artropodes venenosos  areas de comercio e de servicos
X256,Contato com outros artropodes venenosos  areas industriais e em construcao
X257,Contato com outros artropodes venenosos  fazenda
X258,Contato com outros artropodes venenosos  outros locais especificados
X259,Contato com outros artropodes venenosos  local nao especificado
X260,Contato com animais e plantas marinhos venenosos  residencia
X261,Contato com animais e plantas marinhos venenosos  habitacao coletiva
X262,Contato com animais e plantas marinhos venenosos  escolas outras instituicoes e areas de administracao publica
X263,Contato com animais e plantas marinhos venenosos  area para a pratica de esportes e atletismo
X264,Contato com animais e plantas marinhos venenosos  rua e estrada
X265,Contato com animais e plantas marinhos venenosos  areas de comercio e de servicos
X266,Contato com animais e plantas marinhos venenosos  areas industriais e em construcao
X267,Contato com animais e plantas marinhos venenosos  fazenda
X268,Contato com animais e plantas marinhos venenosos  outros locais especificados
X269,Contato com animais e plantas marinhos venenosos  local nao especificado
X270,Contato com outros animais venenosos especificados  residencia
X271,Contato com outros animais venenosos especificados  habitacao coletiva
X272,Contato com outros animais venenosos especificados  escolas outras instituicoes e areas de administracao publica
X273,Contato com outros animais venenosos especificados  area para a pratica de esportes e atletismo
X274,Contato com outros animais venenosos especificados  rua e estrada
X275,Contato com outros animais venenosos especificados  areas de comercio e de servicos
X276,Contato com outros animais venenosos especificados  areas industriais e em construcao
X277,Contato com outros animais venenosos especificados  fazenda
X278,Contato com outros animais venenosos especificados  outros locais especificados
X279,Contato com outros animais venenosos especificados  local nao especificado
X280,Contato com outras plantas venenosas especificadas  residencia
X281,Contato com outras plantas venenosas especificadas  habitacao coletiva
X282,Contato com outras plantas venenosas especificadas  escolas outras instituicoes e areas de administracao publica
X283,Contato com outras plantas venenosas especificadas  area para a pratica de esportes e atletismo
X284,Contato com outras plantas venenosas especificadas  rua e estrada
X285,Contato com outras plantas venenosas especificadas  areas de comercio e de servicos
X286,Contato com outras plantas venenosas especificadas  areas industriais e em construcao
X287,Contato com outras plantas venenosas especificadas  fazenda
X288,Contato com outras plantas venenosas especificadas  outros locais especificados
X289,Contato com outras plantas venenosas especificadas  local nao especificado
X290,Contato com animais ou plantas venenosos sem especificacao  residencia
X291,Contato com animais ou plantas venenosos sem especificacao  habitacao coletiva
X292,Contato com animais ou plantas venenosos sem especificacao  escolas outras instituicoes e areas de administracao publica
X293,Contato com animais ou plantas venenosos sem especificacao  area para a pratica de esportes e atletismo
X294,Contato com animais ou plantas venenosos sem especificacao  rua e estrada
X295,Contato com animais ou plantas venenosos sem especificacao  areas de comercio e de servicos
X296,Contato com animais ou plantas venenosos sem especificacao  areas industriais e em construcao
X297,Contato com animais ou plantas venenosos sem especificacao  fazenda
X298,Contato com animais ou plantas venenosos sem especificacao  outros locais especificados
X299,Contato com animais ou plantas venenosos sem especificacao  local nao especificado
X300,Exposicao a calor natural excessivo  residencia
X301,Exposicao a calor natural excessivo  habitacao coletiva
X302,Exposicao a calor natural excessivo  escolas outras instituicoes e areas de administracao publica
X303,Exposicao a calor natural excessivo  area para a pratica de esportes e atletismo
X304,Exposicao a calor natural excessivo  rua e estrada
X305,Exposicao a calor natural excessivo  areas de comercio e de servicos
X306,Exposicao a calor natural excessivo  areas industriais e em construcao
X307,Exposicao a calor natural excessivo  fazenda
X308,Exposicao a calor natural excessivo  outros locais especificados
X309,Exposicao a calor natural excessivo  local nao especificado
X310,Exposicao a frio natural excessivo  residencia
X311,Exposicao a frio natural excessivo  habitacao coletiva
X312,Exposicao a frio natural excessivo  escolas outras instituicoes e areas de administracao publica
X313,Exposicao a frio natural excessivo  area para a pratica de esportes e atletismo
X314,Exposicao a frio natural excessivo  rua e estrada
X315,Exposicao a frio natural excessivo  areas de comercio e de servicos
X316,Exposicao a frio natural excessivo  areas industriais e em construcao
X317,Exposicao a frio natural excessivo  fazenda
X318,Exposicao a frio natural excessivo  outros locais especificados
X319,Exposicao a frio natural excessivo  local nao especificado
X320,Exposicao a luz solar  residencia
X321,Exposicao a luz solar  habitacao coletiva
X322,Exposicao a luz solar  escolas outras instituicoes e areas de administracao publica
X323,Exposicao a luz solar  area para a pratica de esportes e atletismo
X324,Exposicao a luz solar  rua e estrada
X325,Exposicao a luz solar  areas de comercio e de servicos
X326,Exposicao a luz solar  areas industriais e em construcao
X327,Exposicao a luz solar  fazenda
X328,Exposicao a luz solar  outros locais especificados
X329,Exposicao a luz solar  local nao especificado
X330,Vitima de raio  residencia
X331,Vitima de raio  habitacao coletiva
X332,Vitima de raio  escolas outras instituicoes e areas de administracao publica
X333,Vitima de raio  area para a pratica de esportes e atletismo
X334,Vitima de raio  rua e estrada
X335,Vitima de raio  areas de comercio e de servicos
X336,Vitima de raio  areas industriais e em construcao
X337,Vitima de raio  fazenda
X338,Vitima de raio  outros locais especificados
X339,Vitima de raio  local nao especificado
X340,Vitima de terremoto  residencia
X341,Vitima de terremoto  habitacao coletiva
X342,Vitima de terremoto  escolas outras instituicoes e areas de administracao publica
X343,Vitima de terremoto  area para a pratica de esportes e atletismo
X344,Vitima de terremoto  rua e estrada
X345,Vitima de terremoto  areas de comercio e de servicos
X346,Vitima de terremoto  areas industriais e em construcao
X347,Vitima de terremoto  fazenda
X348,Vitima de terremoto  outros locais especificados
X349,Vitima de terremoto  local nao especificado
X350,Vitima de erupcao vulcanica  residencia
X351,Vitima de erupcao vulcanica  habitacao coletiva
X352,Vitima de erupcao vulcanica  escolas outras instituicoes e areas de administracao publica
X353,Vitima de erupcao vulcanica  area para a pratica de esportes e atletismo
X354,Vitima de erupcao vulcanica  rua e estrada
X355,Vitima de erupcao vulcanica  areas de comercio e de servicos
X356,Vitima de erupcao vulcanica  areas industriais e em construcao
X357,Vitima de erupcao vulcanica  fazenda
X358,Vitima de erupcao vulcanica  outros locais especificados
X359,Vitima de erupcao vulcanica  local nao especificado
X360,Vitima de avalanche desabamento de terra e outros movimentos da superficie terrestre  residencia
X361,Vitima de avalanche desabamento de terra e outros movimentos da superficie terrestre  habitacao coletiva
X362,Vitima de avalanche desabamento de terra e outros movimentos da superficie terrestre  escolas outras instituicoes e areas de administracao publica
X363,Vitima de avalanche desabamento de terra e outros movimentos da superficie terrestre  area para a pratica de esportes e atletismo
X364,Vitima de avalanche desabamento de terra e outros movimentos da superficie terrestre  rua e estrada
